Wage_Euro,Value_Euro,Name,Age,Nationality,Overall,Potential,Club,Special,Acceleration,Aggression,Agility
1000,100000,M. Kryczka,24,Poland,57,61,Wisła Płock,840,16,22,24
1000,150000,F. El Bakhtaoui,24,France,57,64,Dundee FC,1393,79,47,74
1000,120000,O. Ottesen,18,Denmark,57,67,FC Midtjylland,911,15,23,29
2000,170000,J. Ibáñez,21,Argentina,57,67,Chacarita Juniors,1549,61,62,60
4000,170000,J. McKay,20,Scotland,57,67,Leeds United,1329,53,45,52
1000,170000,S. Dahlström,20,Finland,57,67,HJK Helsinki,1535,67,56,65
2000,150000,N. Mortensen,23,Denmark,57,65,FC Helsingør,1386,69,47,76
2000,110000,A. Berezin,24,Russia,57,64,Arsenal Tula,1035,44,23,30
3000,160000,P. McKay,20,Scotland,57,69,Leeds United,1328,49,55,54
4000,220000,T. Elšnik,19,Slovenia,57,72,Swindon Town,1459,66,50,56
1000,140000,D. Rasak,21,Poland,57,66,Wisła Płock,1536,64,54,65
1000,90000,F. Corapi,31,Italy,57,57,Parma,1498,64,55,59
1000,80000,S. Rodas,27,Colombia,57,59,Alianza Petrolera,1015,44,16,34
3000,140000,O. Sterling-James,23,St Kitts Nevis,57,63,Mansfield Town,1517,83,31,71
1000,130000,J. Doyle,20,England,57,65,Blackburn Rovers,1377,72,50,58
1000,160000,P. Mazzocchi,21,Italy,57,66,Parma,1383,63,43,56
1000,160000,G. Ferreyra,21,Argentina,57,69,Arsenal de Sarandí,1542,65,60,55
3000,100000,M. Harzan,28,Saudi Arabia,57,57,Ohod Club,1527,72,56,78
2000,230000,G. Maris,21,England,57,71,Cambridge United,1481,66,34,60
1000,160000,M. Juel Andersen,19,Denmark,57,69,Brøndby IF,1268,50,43,43
1000,80000,B. Sollander,32,Sweden,57,57,Östersunds FK,1466,43,82,40
5000,220000,M. Worthington,19,England,57,74,Yeovil Town,1570,62,63,64
1000,200000,M. Warren,20,England,57,72,Rotherham United,1512,63,53,67
1000,100000,P. Jensen,19,Denmark,57,64,FC Nordsjælland,875,20,29,35
1000,130000,K. Genaro,25,Argentina,57,60,Patriotas Boyacá FC,1286,42,27,49
2000,220000,B. Baku,19,Germany,57,77,1. FSV Mainz 05,1617,79,70,79
1000,120000,F. Pizzicanella,21,Argentina,57,65,Atlético Tucumán,869,32,20,35
1000,170000,S. Custers,17,Netherlands,57,72,VVV-Venlo,847,31,26,24
1000,130000,D. Cawley,25,Republic of Ireland,57,60,Galway United,1591,59,58,56
1000,160000,G. Larsonneur,20,France,57,70,Stade Brestois 29,1033,48,22,33
1000,160000,L. Hurtado,22,Colombia,57,66,Águilas Doradas,1397,73,32,63
4000,130000,C. Dawson,21,England,57,67,Sheffield Wednesday,1086,49,25,35
4000,200000,R. Pyke,19,England,57,70,Port Vale,1358,78,33,70
1000,160000,E. Boyle,20,Republic of Ireland,57,69,Finn Harps,1484,83,61,67
1000,140000,J. Williams,24,England,57,63,Rochdale,1445,78,34,62
1000,140000,M. Sprang,16,Germany,57,70,FSV Zwickau,830,18,12,19
1000,210000,J. Valadez,21,Mexico,57,71,Monarcas Morelia,1256,47,50,33
3000,150000,J. Rodríguez,21,Mexico,57,67,Club León,1622,67,65,65
1000,170000,F. Bertoli,20,Italy,57,67,Brescia,1488,61,41,63
1000,220000,H. Föll,19,Germany,57,73,Hansa Rostock,1506,68,53,69
1000,10000,C. Day,41,England,57,57,Stevenage,825,11,23,20
1000,100000,W. Cuesta,24,Colombia,57,63,Deportes Tolima,1001,44,21,38
1000,160000,T. Adebayo-Rowling,20,England,57,69,Sligo Rovers,1421,74,53,67
2000,210000,A. Hlynsson,17,Iceland,57,72,Brøndby IF,1474,66,41,62
1000,220000,N. Amamoo,19,Germany,57,74,Karlsruher SC,1495,73,63,81
1000,80000,A. Flood,32,Republic of Ireland,57,57,Bray Wanderers,1349,42,59,47
1000,180000,L. Bilboe,19,England,57,72,Rotherham United,870,34,23,28
1000,220000,C. Velásquez,19,Colombia,57,72,Envigado FC,1486,73,50,75
1000,130000,Y. Horigome,24,Japan,57,59,Ventforet Kofu,1490,82,22,84
1000,140000,H. Garba,23,Nigeria,57,62,Djurgårdens IF,1351,58,72,54
1000,210000,J. Löwe,18,Germany,57,76,SG Dynamo Dresden,1493,64,39,76
1000,150000,A. Bonilla,23,Colombia,57,65,Tigres FC,1480,78,34,71
3000,230000,R. Schmid,17,Austria,57,80,FC Red Bull Salzburg,1379,66,23,64
1000,150000,N. Leemhuis,19,Netherlands,57,65,Heracles Almelo,1555,72,48,70
3000,190000,A. Ralston,18,Scotland,57,76,Celtic,1418,71,61,55
2000,120000,L. Al Rashdi,22,Saudi Arabia,57,64,Ettifaq FC,1414,34,63,56
1000,100000,M. Warren,25,Australia,57,59,Perth Glory,1603,64,73,70
1000,150000,R. Rosenqvist,20,Sweden,57,65,IF Elfsborg,1508,64,55,68
3000,220000,E. Orona,18,Mexico,57,74,Pachuca,1594,68,54,57
1000,110000,G. Murray,23,Republic of Ireland,57,65,Bohemian FC,1057,42,27,42
2000,170000,M. Cheukoua,20,Cameroon,57,67,SCR Altach,1420,77,38,70
1000,100000,M. Maroši,23,Slovakia,57,62,Doncaster Rovers,1011,40,17,34
1000,140000,J. Tamimi,22,Sweden,57,67,Jönköpings Södra IF,1508,69,56,64
2000,220000,M. Raguž,19,Austria,57,73,LASK Linz,1351,66,35,58
1000,210000,J. Valencia,17,Colombia,57,76,CD Los Millionarios Bogota,1326,62,34,67
2000,170000,F. Canlı,20,Turkey,57,67,Evkur Yeni Malatyaspor,1431,65,32,55
1000,180000,C. Durkin,17,United States,57,76,D.C. United,1501,49,58,42
2000,120000,A. Elvira,20,Mexico,57,63,U.N.A.M.,1435,68,66,53
1000,120000,M. Dekovic,23,Croatia,57,63,Chicago Fire Soccer Club,1222,40,71,48
1000,180000,A. Ceylan,19,Germany,57,69,SC Fortuna Köln,1378,77,44,91
4000,150000,M. Al Shahrani,21,Saudi Arabia,57,67,Al Nassr,1539,66,60,60
1000,130000,Manu Cedrón,21,Spain,57,67,CD Lugo,1134,51,27,60
1000,200000,M. Stevens,19,England,57,70,Peterborough United,1387,68,46,68
2000,180000,A. Al Joui,22,Saudi Arabia,57,68,Al Batin,1425,88,37,73
1000,60000,B. Sielewski,32,Poland,57,57,Wisła Płock,1443,30,72,55
3000,190000,Y. Khormi,19,Saudi Arabia,57,70,Al Ittihad,1495,73,51,90
1000,110000,A. García,23,Colombia,57,65,Atlético Huila,840,30,17,27
1000,170000,B. Diakité,19,France,57,68,Chamois Niortais FC,1404,69,41,66
1000,120000,A. Campion,27,France,57,58,Cork City,1385,49,60,47
1000,190000,T. Allemand,18,France,57,72,Chamois Niortais FC,1212,35,52,33
1000,190000,I. Madi,19,France,57,70,Nîmes Olympique,1470,71,42,69
4000,110000,A. Al Yahya,28,Saudi Arabia,57,57,Ohod Club,1453,80,31,84
1000,190000,M. Wolfram,20,Germany,57,69,FC Carl Zeiss Jena,1449,58,51,65
1000,190000,F. Brener,19,Argentina,57,70,Belgrano de Córdoba,1442,62,32,57
1000,140000,M. Ridenton,21,New Zealand,57,63,Wellington Phoenix,1605,73,56,72
2000,120000,J. Thorsen,27,Denmark,57,58,AC Horsens,1545,58,60,61
1000,150000,O. Krusnell,18,Sweden,57,69,Hammarby IF,1452,68,60,57
1000,130000,Wanderson,22,Brazil,57,61,AFC Eskilstuna,1551,65,70,68
4000,200000,R. McCourt,19,Republic of Ireland,57,75,West Bromwich Albion,1426,64,55,54
1000,140000,A. Bass,19,England,57,69,Portsmouth,1132,61,32,60
2000,170000,B. Martínez,21,Mexico,57,67,Querétaro,1522,55,40,59
5000,140000,K. Scherbakov,20,Russia,57,67,Spartak Moscow,1431,65,54,60
1000,170000,A. Santopadre,18,Italy,57,73,Perugia,839,24,21,35
1000,190000,E. Ebosse,18,France,57,72,RC Lens,1400,66,51,47
1000,110000,A. Wolniewicz,24,Poland,57,61,Górnik Zabrze,1403,58,55,58
1000,160000,R. Donelon,21,Republic of Ireland,57,68,Sligo Rovers,1476,80,49,72
1000,220000,A. Helmersen,19,Norway,57,72,Rosenborg BK,1409,63,54,61
5000,210000,H. Limb,17,England,57,72,Burnley,1367,74,31,61
1000,200000,O. Kiomourtzoglou,19,Germany,57,71,SpVgg Unterhaching,1507,70,59,64
1000,110000,T. Figueroa,22,Argentina,57,64,Vélez Sarsfield,846,25,20,36
1000,100000,R. Suzuki,23,Japan,57,63,Gamba Osaka,933,32,15,45
1000,130000,B. Olszewski,21,Poland,57,65,Górnik Zabrze,1456,70,48,75
3000,120000,A. Al Shammari,23,Saudi Arabia,57,63,Al Taawoun,1388,57,61,62
1000,230000,A. Hunter,21,England,57,71,Fleetwood Town,1375,71,30,60
5000,140000,H. Flowers,21,England,57,66,Burnley,1276,51,57,38
2000,140000,N. Maná,23,Argentina,57,61,San Martín de San Juan,1378,59,38,57
1000,140000,D. Ledecký,23,Poland,57,62,Górnik Zabrze,1393,62,52,50
1000,160000,D. Hawkshaw,20,Scotland,57,69,Kilmarnock,1449,64,50,70
1000,220000,K. Petratos,19,Australia,57,71,Newcastle Jets,1461,73,40,62
0,0,T. Williams,33,New Zealand,57,57,,1025,52,34,35
1000,80000,L. Ovalle,28,Panama,57,57,Deportes Tolima,1448,71,61,60
2000,120000,F. Dornebusch,22,Germany,57,66,VfL Bochum,1022,40,19,34
2000,190000,F. Buntić,20,Croatia,57,71,FC Ingolstadt 04,811,22,28,24
1000,100000,F. Serraiocco,23,Italy,57,62,Carpi,1054,43,25,35
1000,120000,F. Hayakawa,23,Japan,57,62,Albirex Niigata,1354,73,47,58
2000,140000,H. Balic,21,Bosnia Herzegovina,57,61,SKN St. Pölten,1417,63,29,53
1000,120000,B. Bye,27,Norway,57,58,Sogndal,1324,55,27,54
1000,130000,Y. Ito,24,Japan,57,61,Albirex Niigata,1613,71,44,70
1000,220000,K. Ahearne-Grant,19,England,57,74,Charlton Athletic,1441,83,36,69
2000,150000,N. Freeman,21,England,57,65,Wycombe Wanderers,1376,68,29,60
3000,140000,M. O'Leary,20,England,57,68,Bristol City,1017,38,26,30
1000,130000,L. Grace,24,Republic of Ireland,57,65,Shamrock Rovers,1271,50,57,53
1000,160000,M. Timlin,22,Republic of Ireland,57,66,Finn Harps,1576,75,38,76
1000,110000,N. Sakai,24,Japan,57,60,Albirex Niigata,1559,73,41,64
1000,240000,T. Gran,18,Norway,57,78,Lillestrøm SK,1337,73,33,57
2000,130000,A. Timofeev,21,Russia,57,67,FC Ural,885,24,18,29
1000,50000,J. Meneses,33,Colombia,57,57,CD America de Cali,870,25,27,33
3000,220000,M. Wilks,18,England,57,77,Accrington Stanley,1401,74,31,63
1000,170000,M. Chajia,19,Belgium,57,68,Novara,1429,67,35,62
1000,140000,J. Ochoa,20,Colombia,57,66,Envigado FC,1204,55,46,51
2000,230000,N. Seufert,20,Germany,57,71,1. FC Kaiserslautern,1415,66,42,69
1000,130000,S. Aziz,25,Sweden,57,60,GIF Sundsvall,1507,78,43,74
1000,180000,E. Zharikov,19,Russia,57,73,FC Ural,1010,42,17,32
1000,130000,G. Mastinu,25,Italy,57,59,La Spezia,1456,66,35,57
1000,130000,N. Landgraf,21,Germany,57,65,Hallescher FC,1473,75,55,78
1000,220000,A. Fletcher,18,England,57,72,Plymouth Argyle,1461,,49,
1000,150000,C. Burton,20,England,57,69,Hull City,1022,35,19,40
2000,180000,C. Cooper,20,England,57,68,Forest Green,1581,70,52,74
2000,170000,M. Najjar,22,Saudi Arabia,57,68,Al Qadisiyah,1579,57,50,63
2000,160000,O. Kolak,20,Turkey,57,69,Antalyaspor,1324,60,50,62
1000,140000,T. Mauricio,23,France,57,61,Valenciennes FC,1419,73,31,57
1000,160000,Kim Moo Gun,20,Korea Republic,57,66,Jeju United FC,1348,73,35,62
2000,130000,H. Muñoz,22,Mexico,57,65,Club Tijuana,1445,68,66,60
2000,180000,R. Öktem,20,Turkey,57,69,Alanyaspor,1578,64,63,75
1000,230000,H. Traorè,17,Ivory Coast,57,79,Empoli,1474,65,43,77
1000,70000,G. Sava,30,Romania,57,57,Dundalk,1064,39,40,56
1000,220000,V. Vujinovic,18,Germany,57,75,Karlsruher SC,1359,69,33,74
6000,200000,Y. Martelat,20,France,57,70,Olympique Lyonnais,1532,57,60,56
5000,230000,Z. Westbrooke,20,England,57,71,Brentford,1509,66,58,62
2000,200000,N. McGinley,20,England,57,71,Middlesbrough,1401,60,56,60
1000,110000,D. Srnić,25,Serbia,57,60,Śląsk Wrocław,1530,65,57,77
1000,160000,M. Köbbing,20,Germany,57,70,1. FC Heidenheim,910,28,34,29
1000,80000,R. Cardozo,28,Paraguay,57,58,Águilas Doradas,851,18,26,34
2000,100000,M. Delley,28,Switzerland,57,57,FC Lausanne-Sports,1393,65,35,57
2000,150000,Yu In Soo,22,Korea Republic,57,65,F.C. Tokyo,1540,74,47,60
1000,150000,J. Earl,18,England,57,69,Preston North End,1485,74,37,72
3000,220000,R. Cole,19,England,57,72,Newport County,1623,66,55,71
1000,180000,R. Bushiri,17,Belgium,57,77,KV Oostende,1233,54,51,36
1000,190000,A. Cavagnera,18,Belgium,57,74,Standard de Liège,1470,62,62,61
1000,110000,Y. Mersin,22,Turkey,57,65,Crawley Town,988,38,38,38
1000,210000,J. Torres,20,Colombia,57,72,Atlético Bucaramanga,1453,65,66,64
1000,170000,N. D'Agostino,19,Australia,57,68,Brisbane Roar,1406,79,43,77
1000,150000,D. Casey,19,Republic of Ireland,57,68,Bohemian FC,1321,51,57,55
1000,140000,N. Depuy,22,United States,57,63,Montreal Impact,1371,34,74,33
1000,130000,M. Nazarit,19,Colombia,57,66,CD Once Caldas Manizales,1337,67,53,55
2000,160000,E. Whitehouse,23,England,57,66,Lincoln City,1625,64,68,72
1000,120000,M. Quiñones,21,Colombia,57,62,Deportivo Pasto,1458,67,59,72
1000,160000,V. Müller,18,Austria,57,70,SCR Altach,1553,68,61,69
1000,150000,G. Chará,21,Colombia,57,67,Asociacion Deportivo Cali,1272,48,61,44
1000,160000,J. Hayes,22,United States,57,66,FC Dallas,1557,70,59,82
4000,190000,O. Güçtekin,18,Turkey,57,76,Fenerbahçe SK,1522,53,55,52
1000,130000,M. Kelly,19,Scotland,57,66,Bristol Rovers,1526,79,57,61
1000,160000,H. Arellano,19,United States,57,69,LA Galaxy,1445,66,64,49
2000,160000,N. Bürgy,21,Switzerland,57,69,FC Thun,1292,54,50,48
1000,220000,S. Lomónaco,18,Argentina,57,73,Arsenal de Sarandí,1385,61,32,56
1000,140000,B. Kasprzak,24,Poland,57,62,Sandecja Nowy Sącz,1592,66,52,91
1000,140000,A. Peñaranda,23,Colombia,57,63,Corporación Club Deportivo Tuluá,1353,72,27,56
1000,170000,A. Azbague,22,Morocco,57,67,Valenciennes FC,1370,64,29,59
2000,140000,Jong Il Gwan,24,Korea DPR,57,62,FC Luzern,1478,61,35,62
1000,190000,U. Fredriksen,18,Norway,57,71,Sogndal,1329,57,55,58
1000,80000,L. Fitzgerald,28,Republic of Ireland,57,57,Bohemian FC,1612,52,61,56
1000,140000,S. Takahashi,21,Japan,57,67,Sanfrecce Hiroshima,1458,72,46,70
3000,200000,C. Miller,19,Scotland,57,75,Celtic,1538,76,50,64
1000,120000,A. Pucheta,22,Argentina,57,64,San Martín de San Juan,1216,50,53,41
1000,160000,L. Nash,21,England,57,65,Gillingham,1393,81,34,73
1000,100000,M. Salmon,28,Republic of Ireland,57,57,Bray Wanderers,1542,47,53,56
1000,160000,J. Adelson,21,Australia,57,68,Newcastle Jets,1409,74,50,71
1000,100000,C. Brown,25,United States,57,63,Houston Dynamo,996,34,27,56
2000,210000,A. Koita,18,Belgium,57,74,KAA Gent,1414,76,32,78
2000,170000,F. Britos,21,Argentina,57,67,Unión de Santa Fe,1629,65,65,59
1000,220000,D. Suga,18,Japan,57,74,Hokkaido Consadole Sapporo,1422,59,22,51
1000,120000,M. Lansing,23,United States,57,66,Aalborg BK,1094,46,26,52
1000,160000,F. Pardo,20,Argentina,57,68,Belgrano de Córdoba,1337,64,48,46
3000,220000,R. Holden,19,Northern Ireland,57,74,Bristol City,1427,74,33,80
1000,140000,A. Beestin,19,England,57,64,Doncaster Rovers,1456,59,45,60
1000,90000,P. Millien,31,Haiti,57,57,Finn Harps,1439,80,32,80
1000,220000,Z. Faour,19,Sweden,57,74,IK Sirius,1426,63,45,58
4000,140000,D. Minz,18,Germany,57,68,RB Leipzig,1287,55,50,44
1000,150000,I. Paro,22,Burkina Faso,57,67,Chamois Niortais FC,1287,64,56,42
1000,120000,T. Iida,22,Japan,57,64,Shimizu S-Pulse,1432,70,46,66
1000,140000,Ahn Joong Geun,23,Korea Republic,57,62,Gangwon FC,1395,58,67,59
3000,180000,J. Brown,22,Jamaica,57,68,Cambridge United,1540,75,58,72
3000,150000,R. Renner,23,Austria,57,64,SV Mattersburg,1398,68,38,57
1000,190000,A. Pearce,20,Australia,57,71,Central Coast Mariners,1018,35,43,28
4000,220000,E. Amenyido,19,Germany,57,71,VVV-Venlo,1470,77,48,69
6000,180000,D. Wilson,20,England,57,68,Wolverhampton Wanderers,1396,76,31,69
1000,150000,A. Madiani,21,France,57,64,US Quevilly-Rouen,1465,68,32,57
1000,110000,V. Grodås,25,Norway,57,62,Sogndal,1519,67,43,66
2000,110000,Kim Dong Gi,28,Korea Republic,57,57,Pohang Steelers,1371,44,67,62
1000,170000,T. Vialla,21,France,57,67,AC Ajaccio,1498,66,48,70
1000,170000,J. Balanta,20,Colombia,57,67,Asociacion Deportivo Cali,1448,86,34,82
2000,140000,Park Yi-Young,23,Korea Republic,57,66,FC St. Pauli,1464,60,49,71
1000,210000,V. Zigrossi,20,Italy,57,72,Virtus Entella,1202,61,48,38
1000,220000,A. Samizadeh,18,Iran,57,74,Kilmarnock,1478,75,31,84
2000,150000,M. Yandaş,22,Turkey,57,64,Medicana Sivasspor,1493,55,48,54
2000,180000,L. Bezzat,20,Netherlands,57,68,VVV-Venlo,1423,75,55,76
1000,200000,L. Burke,19,England,57,77,Wigan Athletic,1424,64,48,54
4000,180000,A. Ba Masoud,21,Saudi Arabia,57,70,Al Fayha,1508,78,58,62
1000,190000,V. Bogaerts,19,Netherlands,57,70,VVV-Venlo,1436,72,49,70
1000,220000,T. Demol,19,Belgium,57,72,Royal Excel Mouscron,1447,65,44,57
3000,230000,B. Taz,18,Germany,57,78,1. FC Union Berlin,1374,63,39,57
2000,170000,B. Dione,20,Belgium,57,67,Royal Excel Mouscron,1359,66,28,63
1000,140000,G. Shaw,25,Republic of Ireland,57,62,Shamrock Rovers,1360,41,47,45
1000,190000,R. Nzeza,18,France,57,73,Royal Excel Mouscron,1276,63,58,38
1000,160000,N. Castrillón,21,Colombia,57,69,Corporación Club Deportivo Tuluá,1372,60,50,57
1000,220000,T. Ivanof,19,Belgium,57,71,KV Kortrijk,1469,76,47,70
3000,180000,A. Maksimenko,21,Russia,57,68,FC SKA-Energiya Khabarovsk,1452,77,34,73
1000,120000,J. Skomsøy Bjerkås,24,Norway,57,63,Kristiansund BK,1433,55,48,59
2000,140000,C. González,19,Mexico,57,67,Club Atlas,1432,70,50,65
1000,140000,J. Pirttijoki,20,Finland,57,66,GIF Sundsvall,1181,50,55,44
1000,130000,A. Gogić,23,Cyprus,57,65,Hamilton Academical FC,1549,51,70,58
1000,160000,L. Matarrese,20,Belgium,57,69,Sint-Truidense VV,1292,57,57,39
1000,100000,C. Mafoumbi,23,France,57,63,Blackpool,1055,47,27,30
1000,220000,B. Fox,19,England,57,73,Burton Albion,1502,62,61,56
1000,120000,A. Kovačević,23,Bosnia Herzegovina,57,63,Korona Kielce,1234,58,46,41
4000,190000,T. Chakwana,18,England,57,70,Burnley,1449,80,35,71
2000,210000,Y. Ivakin,18,Russia,57,72,Arsenal Tula,1465,63,32,52
2000,170000,P. Borisov,19,Russia,57,70,Arsenal Tula,1439,60,59,55
1000,170000,S. Pedersen,18,Norway,57,68,Stabæk Fotball,1334,65,32,58
4000,170000,I. Al Shehri,21,Saudi Arabia,57,67,Al Ittihad,1481,77,51,64
1000,190000,O. Jackson,18,England,57,72,Milton Keynes Dons,1315,63,56,44
1000,200000,A. Hoven,19,Norway,57,70,Strømsgodset IF,1354,79,32,56
3000,140000,D. Buranov,21,Russia,57,66,Arsenal Tula,1565,64,64,57
2000,200000,J. Crowe,19,Republic of Ireland,57,71,Limerick FC,1296,59,68,41
2000,140000,S. Akinola,24,Nigeria,57,62,Barnet,1470,84,46,83
1000,220000,C. Hendry,19,Scotland,57,74,St. Johnstone FC,1357,74,33,59
1000,180000,E. Andersson,20,Sweden,57,68,Malmö FF,1650,65,71,70
1000,100000,Jung Seung Yong,26,Korea Republic,57,58,Gangwon FC,1542,70,54,78
2000,170000,T. Conlon,21,England,57,67,Stevenage,1621,64,47,88
1000,160000,N. Mingiedi,19,Belgium,57,69,Sporting Lokeren,1581,67,44,61
2000,190000,A. Borkovic,18,Austria,57,72,FK Austria Wien,1314,54,48,40
1000,180000,V. Karakuş,19,Turkey,57,74,Kayserispor,896,28,27,31
1000,100000,M. Pais,26,United States,57,62,Toronto FC,1133,34,43,49
4000,180000,N. Al Shenashini,21,Saudi Arabia,57,68,Al Nassr,1423,75,37,58
6000,230000,D. Barlaser,20,Turkey,57,71,Newcastle United,1516,54,41,63
1000,180000,S. Shome,19,Canada,57,69,Montreal Impact,1564,65,55,72
1000,140000,A. Andreasson,23,Sweden,57,63,Jönköpings Södra IF,1574,69,64,58
3000,130000,K. Al Muwallad,22,Saudi Arabia,57,59,Ohod Club,1488,83,76,72
1000,120000,R. Etheridge,22,England,57,66,Doncaster Rovers,1044,46,25,33
1000,140000,N. Besler,24,United States,57,64,Real Salt Lake,1546,68,61,53
3000,130000,M. Al Haidari,21,Saudi Arabia,57,67,Al Hilal,907,30,21,24
1000,110000,T. Fukumitsu,25,Japan,57,57,Cerezo Osaka,1421,52,48,56
2000,180000,C. Calderón,20,Mexico,57,70,Club Atlas,1447,65,60,62
1000,220000,T. Kishimoto,19,Japan,57,71,Cerezo Osaka,1394,67,67,65
1000,190000,K. Rüegg,18,Switzerland,57,74,FC Zürich,1457,70,63,63
2000,160000,E. Öztürk,21,Germany,57,66,Kayserispor,1517,62,45,67
1000,110000,M. Nilsson,23,Sweden,57,65,Halmstads BK,949,27,24,31
5000,160000,J. Thorniley,20,England,57,68,Accrington Stanley,1344,62,48,45
1000,130000,R. Jendrusch,21,Germany,57,67,FC Erzgebirge Aue,895,38,17,37
2000,160000,Dudu,21,Brazil,57,66,Kashiwa Reysol,1476,74,31,70
2000,120000,M. Jackson,26,England,57,58,Newport County,1504,84,45,70
3000,160000,D. Cogill,19,England,57,69,Huddersfield Town,1330,53,51,40
1000,130000,N. Herranz,23,Argentina,57,65,Bahía Blanca,1312,55,50,41
2000,150000,K. Wootton,20,England,57,64,Stevenage,1325,59,40,65
2000,170000,D. López,17,Mexico,57,69,Club Tijuana,1337,52,32,51
1000,180000,D. Margush,19,Australia,57,71,Adelaide United,852,30,17,21
1000,200000,S. Haugen,19,Norway,57,70,Odds BK,1363,73,31,66
3000,140000,C. Yıldız,22,Germany,57,66,İstanbul Başakşehir FK,1572,54,61,69
3000,140000,A. Yarmolitskiy,23,Russia,57,66,Arsenal Tula,1432,69,52,59
1000,50000,T. Akahoshi,33,Japan,57,57,Sagan Tosu,852,29,20,25
3000,170000,N. Trott,18,England,57,75,West Ham United,900,40,25,38
1000,120000,R. Lowry,23,Australia,57,64,Wellington Phoenix,1371,57,68,52
1000,90000,T. Muramatsu,27,Japan,57,57,Shimizu S-Pulse,1472,65,54,57
3000,220000,S. Smith,19,England,57,73,Reading,1392,56,32,59
3000,140000,B. Ashley-Seal,18,England,57,65,Norwich City,1363,77,26,76
2000,120000,E. Monthe,22,Cameroon,57,63,Forest Green,1286,65,56,31
1000,170000,B. Vliet,19,Netherlands,57,70,NAC Breda,1429,69,58,68
1000,220000,T. Clarke,19,Republic of Ireland,57,74,Shamrock Rovers,1488,78,45,62
1000,130000,R. Menayese,19,Wales,57,65,Bristol Rovers,1305,58,57,49
3000,130000,T. Sufyani,25,Saudi Arabia,57,60,Ettifaq FC,1389,80,27,65
8000,200000,S. Mavididi,19,England,57,70,Preston North End,1402,89,45,64
1000,220000,M. Djenepo,19,Mali,57,71,Standard de Liège,1460,74,35,80
5000,170000,H. Smith,22,England,57,67,Swindon Town,1353,58,60,57
1000,190000,L. Plogmann,17,Germany,57,81,Werder Bremen II,991,38,29,46
1000,160000,R. Kaib,20,Sweden,57,69,IF Elfsborg,1492,68,64,75
1000,180000,S. Adrian,19,Sweden,57,69,Malmö FF,1522,57,73,57
1000,200000,N. Awassi,19,Germany,57,71,SG Dynamo Dresden,1348,67,47,50
1000,120000,C. Omeje,27,Nigeria,57,58,AFC Eskilstuna,1321,56,33,53
1000,180000,G. Mancuso,19,Argentina,57,69,Vélez Sarsfield,1619,71,42,69
1000,160000,I. Dresevic,20,Sweden,57,68,IF Elfsborg,1338,53,67,56
2000,110000,D. Mitov,20,Bulgaria,56,65,Cambridge United,1107,61,26,55
1000,150000,M. Pałaszewski,19,Poland,56,67,Śląsk Wrocław,1544,66,60,77
1000,110000,J. Maddison,22,England,56,66,Yeovil Town,981,45,25,33
3000,190000,A. Edun,19,England,56,70,Fulham,1422,75,46,79
1000,130000,L. Nilsen,22,Norway,56,66,Tromsø IL,1456,78,54,60
1000,130000,R. Broom,20,Wales,56,63,Bristol Rovers,1409,79,34,69
3000,190000,L. de la Torre,19,United States,56,73,Fulham,1392,65,34,58
1000,190000,W. Tomlinson,19,England,56,71,Blackburn Rovers,1474,68,45,58
1000,110000,W. Percevaux,18,France,56,67,US Orléans Loiret Football,913,29,25,31
1000,140000,K. Duncan,19,United States,56,68,Valenciennes FC,1407,69,52,54
2000,200000,D. Kelly-Evans,20,England,56,71,Coventry City,1512,83,82,77
1000,150000,J. Pourtau,17,Argentina,56,75,Estudiantes de La Plata,854,17,28,33
1000,190000,B. Brusselers,18,Netherlands,56,71,NAC Breda,1416,73,41,70
1000,90000,F. Scarsella,27,Italy,56,56,Cremonese,1490,65,38,66
3000,110000,J. Lumley,22,England,56,65,Queens Park Rangers,1035,43,26,30
3000,200000,M. Berisha,19,Kosovo,56,73,LASK Linz,1407,68,26,57
1000,180000,M. Schillings,19,Belgium,56,70,KAS Eupen,1306,57,50,65
1000,80000,K. Okanishi,26,Japan,56,60,Ventforet Kofu,956,27,20,38
1000,160000,M. Nicolas,19,Germany,56,74,Borussia Mönchengladbach,918,18,27,42
4000,180000,A. Diakhate,18,Senegal,56,76,Fiorentina,1589,65,56,59
1000,160000,C. Fernandez,20,United States,56,68,Chicago Fire Soccer Club,1517,62,59,52
1000,160000,Jo Yong Jae,19,Korea Republic,56,68,Daegu FC,1329,70,55,61
1000,200000,Y. Frick,19,Liechtenstein,56,70,Perugia,1364,58,56,61
1000,100000,J. Montaño,24,Colombia,56,62,Atletico Nacional Medellin,1559,75,39,68
1000,90000,C. McGuigan,27,Republic of Ireland,56,59,Drogheda United,1415,51,56,41
5000,160000,D. Sauerland,20,Germany,56,68,Borussia Dortmund,1526,55,33,76
3000,90000,A. Al Amoudi,30,Saudi Arabia,56,56,Ohod Club,1421,77,27,71
1000,170000,A. Dossena,18,Italy,56,71,Perugia,1302,54,54,45
1000,160000,D. Jończy,20,Poland,56,69,Zagłębie Lubin,1227,56,44,40
1000,200000,T. Owen-Evans,20,Wales,56,71,Newport County,1489,71,39,76
2000,190000,S. Ingelsson,19,Sweden,56,72,Udinese,1362,64,29,62
3000,100000,M. Pejić,22,Croatia,56,61,FK Austria Wien,1394,67,53,69
2000,160000,J. Soladio,19,Belgium,56,68,KV Mechelen,1386,67,47,53
